"phecode","phenotype","phecode_exclude_range","sex","rollup","leaf","category_number","category"
"781.1","Loss of height","781-781.99","Both",0,1,17,"symptoms"
"781.2","Abnormal posture","781-781.99","Both",0,1,17,"symptoms"
"782","Symptoms involving skin and other integumentary tissue","782-782.99","Both",1,1,17,"symptoms"
"782.3","Edema","782-782.99","Both",0,1,17,"symptoms"
"782.6","Pallor and flushing","782-782.99","Both",0,1,17,"symptoms"
"783","Fever of unknown origin","783-783.99","",1,0,17,"symptoms"
"783.1","Postprocedural fever","783-783.99","Both",1,1,17,"symptoms"
"785","Abdominal pain","785-785.99","",1,1,17,"symptoms"
"788","Syncope and collapse","788-788.99","",1,1,17,"symptoms"
"789","Nausea and vomiting","789-789.99","",1,0,17,"symptoms"
"789.1","Persistent vomiting","789-789.99","Both",1,1,17,"symptoms"
"790","Nonspecific findings on examination of blood","790-790.99","Both",1,1,17,"symptoms"
"790.1","Elevated sedimentation rate","790-790.99","Both",0,1,17,"symptoms"
"790.6","Other abnormal blood chemistry","790-790.99","Both",0,1,17,"symptoms"
"790.8","Elevated C-reactive protein (CRP)","790-790.99","Both",0,1,17,"symptoms"
"790.9","Abnormal arterial blood gases","790-790.99","Both",0,1,17,"symptoms"
"791","Gangrene","791-791.99","",1,1,17,"symptoms"
"792","Abnormal Papanicolaou smear of cervix and cervical HPV","174-184.99, 218-218.99, 792-792.99","Female",1,0,11,"genitourinary"
"792.1","Papanicolaou smear of cervix or vagina with atypical squamous cells","174-184.99, 218-218.99, 792-792.99","Female",1,1,11,"genitourinary"
"793","Nonspecific abnormal findings on radiological and other examination of musculoskeletal system","793-793.99","Both",1,0,17,"symptoms"
"793.2","Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)","793-793.99","Both",0,0,17,"symptoms"
"794","Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)","794-794.99","",1,1,17,"symptoms"
"795","Other and nonspecific abnormal cytological, histological and immunological findings","795-795.99","",1,1,17,"symptoms"
"795.8","Abnormal tumor markers","795-795.99","",0,0,17,"symptoms"
"795.81","Elevated carcinoembryonic antigen [CEA]","795-795.99","Both",1,1,17,"symptoms"
"795.82","Elevated cancer antigen 125 [CA 125]","795-795.99","Both",1,1,17,"symptoms"
"796","Elevated prostate specific antigen [PSA]","185-187.99, 796-796.99, 600-602.99","Male",1,1,11,"genitourinary"
"797","Shock","797-797.99","",1,0,17,"symptoms"
"797.1","Cardiogenic shock","797-797.99","Both",1,1,17,"symptoms"
"798","Malaise and fatigue","798-798.99","",1,0,17,"symptoms"
"798.1","Chronic fatigue syndrome","798-798.99","",1,1,17,"symptoms"
"799","Debility unspecified","799-799.99","",1,0,17,"symptoms"
"800","Fracture of lower limb","800-809.99","",1,0,18,"injuries & poisonings"
"800.1","Fracture of neck of femur","800-809.99","Both",1,1,18,"injuries & poisonings"
"800.2","Fracture of unspecified part of femur","800-809.99","Both",1,1,18,"injuries & poisonings"
"800.3","Fracture of tibia and fibula","800-809.99","Both",1,1,18,"injuries & poisonings"
"800.4","Fracture of patella","800-809.99","Both",1,1,18,"injuries & poisonings"
"801","Fracture of ankle and foot","800-809.99","Both",1,0,18,"injuries & poisonings"
"801.1","Fracture of foot","800-809.99","Both",1,1,18,"injuries & poisonings"
"802","Fracture of pelvis","800-809.99","",1,1,18,"injuries & poisonings"
"803","Fracture of upper limb","800-809.99","Both",1,0,18,"injuries & poisonings"
"803.1","Fracture of humerus","800-809.99","Both",1,1,18,"injuries & poisonings"
"803.2","Fracture of radius and ulna","800-809.99","Both",1,0,18,"injuries & poisonings"
"803.21","Colles' fracture","800-809.99","Both",1,1,18,"injuries & poisonings"
"803.3","Fracture of clavicle or scapula","800-809.99","",1,1,18,"injuries & poisonings"
"804","Fracture of hand or wrist","800-809.99","Both",1,1,18,"injuries & poisonings"
"805","Fracture of vertebral column without mention of spinal cord injury","800-809.99","",1,1,18,"injuries & poisonings"
"807","Fracture of ribs","800-809.99","",1,1,18,"injuries & poisonings"
"809","Fracture of unspecified bones","800-809.99","Both",1,1,18,"injuries & poisonings"
"816","Cerebral laceration and contusion","816-819.99","",1,1,18,"injuries & poisonings"
"817","Concussion","816-819.99","",1,1,18,"injuries & poisonings"
"818","Intracranial hemorrhage (injury)","816-819.99","",1,0,18,"injuries & poisonings"
"818.1","Subdural hemorrhage (injury)","816-819.99","Both",1,1,18,"injuries & poisonings"
"818.2","Subarachnoid hemorrhage (injury)","816-819.99","Both",1,1,18,"injuries & poisonings"
"819","Skull and face fracture and other intercranial injury","816-819.99","Both",1,1,18,"injuries & poisonings"
"823","Torus fracture","800-829.99","",1,1,18,"injuries & poisonings"
"830","Dislocation","830-839.99","",1,1,18,"injuries & poisonings"
"835","Internal derangement of knee","830-839.99","Both",1,1,18,"injuries & poisonings"
"836","Traumatic arthropathy","830-839.99","Both",1,1,18,"injuries & poisonings"
"840","Sprains and strains","840-848.99","",1,0,18,"injuries & poisonings"
"840.1","Muscle/tendon sprain","840-848.99","Both",1,1,18,"injuries & poisonings"
"840.2","Rotator cuff (capsule) sprain","840-848.99","Both",1,1,18,"injuries & poisonings"
"840.3","Joint/ligament sprain","840-848.99","Both",1,1,18,"injuries & poisonings"
"841","Sprains and strains of back and neck","840-848.99","Both",1,1,18,"injuries & poisonings"
"842","Other sprains and strains","840-848.99","Both",1,1,18,"injuries & poisonings"
"850","Hemorrhage or hematoma complicating a procedure","850-859.99","Both",1,1,18,"injuries & poisonings"
"851","Complications of transplants and reattached limbs","850-859.99","Both",1,1,18,"injuries & poisonings"
"853","Complication of colostomy or enterostomy","850-859.99","Both",1,1,18,"injuries & poisonings"
"854","Complications of cardiac/vascular device, implant, and graft","850-859.99","",1,1,18,"injuries & poisonings"
"855","Complication of nervous system device, implant, and graft","850-859.99","Both",1,1,18,"injuries & poisonings"
"856","Vascular complications of surgery and medical procedures","850-859.99","Both",1,1,18,"injuries & poisonings"
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","850-859.99","Both",1,1,18,"injuries & poisonings"
"858","Complication of internal orthopedic device","850-859.99","Both",1,1,18,"injuries & poisonings"
"859","Complication due to other implant and internal device","850-859.99","Both",1,1,18,"injuries & poisonings"
"860","Bone marrow or stem cell transplant","860-860.99","Both",1,1,2,"neoplasms"
"870","Open wounds of head; neck; and trunk","870-879.99","",1,0,18,"injuries & poisonings"
"870.1","Open wound or laceration of eye or eyelid","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.2","Open wound of ear","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.3","Other open wound of head and face","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.4","Open wound of nose and sinus","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.5","Open wound of lip and mouth","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.6","Open wound of neck","870-879.99","Both",1,1,18,"injuries & poisonings"
"870.8","Open wound of genital organs","870-879.99","Both",1,1,18,"injuries & poisonings"
"871","Open wounds of extremities","870-879.99","Both",1,0,18,"injuries & poisonings"
"871.1","Open wound of hand except finger(s)","870-879.99","Both",1,1,18,"injuries & poisonings"
"871.2","Open wound of finger(s)","870-879.99","Both",1,1,18,"injuries & poisonings"
"871.3","Open wound of foot except toe(s) alone","870-879.99","Both",1,1,18,"injuries & poisonings"
"871.4","Open wound of toe(s)","870-879.99","Both",1,1,18,"injuries & poisonings"
"872","Traumatic amputation","870-879.99","Both",1,1,18,"injuries & poisonings"
"873","Broken tooth","870-879.99","Both",1,0,18,"injuries & poisonings"
"874","Complication of amputation stump","870-879.99","Both",1,1,18,"injuries & poisonings"
"875","Non-healing surgical wound","870-879.99","Both",1,1,18,"injuries & poisonings"
"876","Posttraumatic wound infection not elsewhere classified","870-879.99","Both",1,1,18,"injuries & poisonings"
"905","Late effects of musculoskeletal and connective tissue injuries","905-909.99","",1,1,18,"injuries & poisonings"
"906","Late effects of injuries to skin and subcutaneous tissues","905-909.99","",1,0,18,"injuries & poisonings"
"907","Injuries to the nervous system","905-909.99","",1,1,18,"injuries & poisonings"
"908","Late effects of other injuries","905-909.99","",1,0,18,"injuries & poisonings"
"909","Late effects of external causes","905-909.99","",1,0,18,"injuries & poisonings"
"910","Superficial injury, infected","910-910.99","",1,1,18,"injuries & poisonings"
"911","Blister","911-911.99","Both",1,1,18,"injuries & poisonings"
"912","Insect bite","912-913.99","Both",1,1,18,"injuries & poisonings"
"913","Toxic effect of venom","912-913.99","Both",1,1,18,"injuries & poisonings"
"915","Superficial injury without mention of infection","910-919.99","Both",1,0,18,"injuries & poisonings"
"916","Contusion","916-916.99","Both",1,1,18,"injuries & poisonings"
"930","Allergic reaction to food","930-949.99","",1,1,18,"injuries & poisonings"
"931","Contact dermatitis and other eczema due to plants [except food]","930-949.99","Both",1,1,13,"dermatologic"
"938","Dermatitis due to solar radiation","930-949.99","Both",1,0,13,"dermatologic"
"938.1","Acute dermatitis due to solar radiation","930-949.99","Both",1,1,13,"dermatologic"
"938.2","Chronic dermatitis due to solar radiation","930-949.99","Both",1,1,13,"dermatologic"
"939","Atopic/contact dermatitis due to other or unspecified","930-949.99","",1,0,13,"dermatologic"
"939.1","Contact and allergic dermatitis of eyelid","930-949.99","Both",1,1,13,"dermatologic"
"941","Adverse reaction to serum or vaccine","930-949.99","Both",1,1,18,"injuries & poisonings"
"942","Infusion and transfusion reaction","930-949.99","Both",1,1,18,"injuries & poisonings"
"946","Anaphylactic shock NOS","930-949.99","Both",1,1,18,"injuries & poisonings"
"947","Urticaria","930-949.99","Both",1,1,13,"dermatologic"
"949","Allergies, other","930-949.99","Both",1,1,18,"injuries & poisonings"
"949.1","Diaper or napkin rash","930-949.99","Both",0,1,18,"injuries & poisonings"
"952","Spinal cord injury without evidence of spinal bone injury","950-957.99","",1,1,18,"injuries & poisonings"
"957","Injury to other and unspecified nerves","950-957.99","",1,1,18,"injuries & poisonings"
"958","Certain early complications of trauma or procedure","958-959.99","",1,0,18,"injuries & poisonings"
"958.1","Postoperative shock","958-959.99","Both",1,1,18,"injuries & poisonings"
"958.2","Traumatic and surgical subcutaneous emphysema","958-959.99","Both",1,1,18,"injuries & poisonings"
"960","Poisoning by antibiotics","960-979.99","",1,0,18,"injuries & poisonings"
"960.1","Adverse effects of antibacterials (not penicillins)","960-979.99","Both",1,1,18,"injuries & poisonings"
"960.2","Allergy/adverse effect of penicillin","960-979.99","Both",1,1,18,"injuries & poisonings"
"960.3","Poisoning by antifungal antibiotics","960-979.99","Both",1,1,18,"injuries & poisonings"
"961","Poisoning by other anti-infectives","960-979.99","",1,1,18,"injuries & poisonings"
"961.1","Poisoning/allergy of sulfonamides","960-979.99","Both",0,1,18,"injuries & poisonings"
"962","Poisoning by hormones and synthetic substitutes","960-979.99","",1,0,18,"injuries & poisonings"
"962.1","Adrenal cortical steroids causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"962.2","Insulins and antidiabetic agents causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"963","Poisoning by primarily systemic agents","960-979.99","",1,0,18,"injuries & poisonings"
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","960-979.99","Both",1,1,18,"injuries & poisonings"
"964","Poisoning by agents primarily affecting blood constituents","960-979.99","",1,0,18,"injuries & poisonings"
"964.1","Anticoagulants causing adverse effects","960-979.99","Both",1,1,18,"injuries & poisonings"
"965","Poisoning by analgesics, antipyretics, and antirheumatics","960-979.99","",1,0,18,"injuries & poisonings"
"965.1","Opiates and related narcotics causing adverse effects in therapeutic use","960-979.99","Both",0,1,18,"injuries & poisonings"
"965.2","Antirheumatics causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"965.3","Salicylates causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"966","Poisoning by anticonvulsants and anti-Parkinsonism drugs","960-979.99","",1,1,18,"injuries & poisonings"
"967","Adverse effects of sedatives or other central nervous system depressants and anesthetics","960-979.99","",1,1,18,"injuries & poisonings"
"969","Poisoning by psychotropic agents","960-979.99","",1,1,18,"injuries & poisonings"
"971","Poisoning by drugs primarily affecting the autonomic nervous system","960-979.99","",1,1,18,"injuries & poisonings"
"972","Poisoning by agents primarily affecting the cardiovascular system","960-979.99","",1,0,18,"injuries & poisonings"
"972.1","Cardiac rhythm regulators causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"972.2","Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use","960-979.99","Both",1,1,18,"injuries & poisonings"
"972.6","Antihypertensive agents causing adverse effects","960-979.99","Both",1,1,18,"injuries & poisonings"
"973","Poisoning by agents primarily affecting the gastrointestinal system","960-979.99","",1,1,18,"injuries & poisonings"
"974","Poisoning by water, mineral, and uric acid metabolism drugs","960-979.99","",1,1,18,"injuries & poisonings"
"975","Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system","960-979.99","",1,1,18,"injuries & poisonings"
"976","Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs","960-979.99","",1,1,18,"injuries & poisonings"
"977","Personal history of allergy to medicinal agents","960-979.99","",1,1,18,"injuries & poisonings"
"979","Adverse drug events and drug allergies","960-979.99","Both",1,1,18,"injuries & poisonings"
"980","Encounter for long-term (current) use of antibiotics","980-980.99","Both",1,1,1,"infectious diseases"
"981","Toxic effect of (non-ethyl) alcohol and petroleum and other solvents","981-989.99","",1,1,18,"injuries & poisonings"
"983","Toxic effect of corrosive aromatics, acids, and caustic alkalis","981-989.99","",1,1,18,"injuries & poisonings"
"984","Toxic effect of lead and its compounds (including fumes)","981-989.99","",1,1,18,"injuries & poisonings"
"985","Toxic effect of other metals","981-989.99","",1,1,18,"injuries & poisonings"
"986","Toxic effect of carbon monoxide","981-989.99","",1,1,18,"injuries & poisonings"
"987","Toxic effect of other gases, fumes, or vapors","981-989.99","",1,1,18,"injuries & poisonings"
"988","Toxic effect of noxious substances eaten as food","981-989.99","",1,1,18,"injuries & poisonings"
"989","Toxic effect of other substances, chiefly nonmedicinal as to source","981-989.99","",1,1,18,"injuries & poisonings"
"990","Effects radiation NOS","990-995.99","",1,1,18,"injuries & poisonings"
"994","Sepsis and SIRS","994-994.99","",1,0,18,"injuries & poisonings"
"994.1","Systemic inflammatory response syndrome (SIRS)","994-994.99","Both",1,1,18,"injuries & poisonings"
"994.2","Sepsis","994-994.99","Both",1,0,18,"injuries & poisonings"
"994.21","Septic shock","994-994.99","Both",1,1,18,"injuries & poisonings"
"996","Complications peculiar to certain specified procedures","996-999.99","",1,0,18,"injuries & poisonings"
